,boardSize,solveTime
0,1,0.0006473064422607422
1,1,0.00026106834411621094
2,1,0.00026106834411621094
3,1,0.0002586841583251953
4,1,0.0002548694610595703
5,1,0.0002582073211669922
6,1,0.0002579689025878906
7,1,0.0002579689025878906
8,1,0.0002560615539550781
9,1,0.00030112266540527344
10,2,0.0006639957427978516
11,2,0.0003018379211425781
12,2,0.0003273487091064453
13,2,0.0002837181091308594
14,2,0.0008318424224853516
15,2,0.0002892017364501953
16,2,0.00028514862060546875
17,2,0.0002808570861816406
18,2,0.00028586387634277344
19,2,0.00028705596923828125
20,3,0.00033783912658691406
21,3,0.0003261566162109375
22,3,0.0003268718719482422
23,3,0.0003209114074707031
24,3,0.0003209114074707031
25,3,0.0004620552062988281
26,3,0.00033402442932128906
27,3,0.0003190040588378906
28,3,0.00032210350036621094
29,3,0.0003199577331542969
30,4,0.00048613548278808594
31,4,0.0004169940948486328
32,4,0.0004050731658935547
33,4,0.0003979206085205078
34,4,0.00039577484130859375
35,4,0.0003800392150878906
36,4,0.0003819465637207031
37,4,0.000392913818359375
38,4,0.0003848075866699219
39,4,0.0003819465637207031
40,5,0.00046515464782714844
41,5,0.00045990943908691406
42,5,0.00047016143798828125
43,5,0.00046896934509277344
44,5,0.0004730224609375
45,5,0.0004649162292480469
46,5,0.0004639625549316406
47,5,0.0004680156707763672
48,5,0.0004596710205078125
49,5,0.0004642009735107422
50,6,0.0005803108215332031
51,6,0.0005650520324707031
52,6,0.0005719661712646484
53,6,0.0006270408630371094
54,6,0.0005609989166259766
55,6,0.0005688667297363281
56,6,0.0005669593811035156
57,6,0.0005681514739990234
58,6,0.0005700588226318359
59,6,0.0005650520324707031
60,7,0.0006771087646484375
61,7,0.0006818771362304688
62,7,0.0006840229034423828
63,7,0.0006840229034423828
64,7,0.0006899833679199219
65,7,0.0007038116455078125
66,7,0.0006771087646484375
67,7,0.0006868839263916016
68,7,0.0007050037384033203
69,7,0.0006809234619140625
70,8,0.0009570121765136719
71,8,0.0008318424224853516
72,8,0.0008211135864257812
73,8,0.000823974609375
74,8,0.0008411407470703125
75,8,0.0008399486541748047
76,8,0.0008170604705810547
77,8,0.0008220672607421875
78,8,0.0008249282836914062
79,8,0.0008141994476318359
80,9,0.000990152359008789
81,9,0.0009729862213134766
82,9,0.0009758472442626953
83,9,0.0009829998016357422
84,9,0.0009920597076416016
85,9,0.0010077953338623047
86,9,0.0009810924530029297
87,9,0.0009708404541015625
88,9,0.0009748935699462891
89,9,0.0009741783142089844
90,10,0.0012311935424804688
91,10,0.0012218952178955078
92,10,0.0011870861053466797
93,10,0.0011527538299560547
94,10,0.0011551380157470703
95,10,0.0011601448059082031
96,10,0.0011620521545410156
97,10,0.0012350082397460938
98,10,0.0011560916900634766
99,10,0.0011401176452636719
100,11,0.0013120174407958984
101,11,0.0013108253479003906
102,11,0.0013680458068847656
103,11,0.0013251304626464844
104,11,0.0013930797576904297
105,11,0.0013501644134521484
106,11,0.0013759136199951172
107,11,0.0013608932495117188
108,11,0.0013360977172851562
109,11,0.001313924789428711
110,12,0.0015900135040283203
111,12,0.0015921592712402344
112,12,0.0015861988067626953
113,12,0.0015838146209716797
114,12,0.001569986343383789
115,12,0.001600027084350586
116,12,0.0015821456909179688
117,12,0.0015790462493896484
118,12,0.0015931129455566406
119,12,0.0015606880187988281
120,13,0.0017979145050048828
121,13,0.0018181800842285156
122,13,0.0018222332000732422
123,13,0.0018148422241210938
124,13,0.0018339157104492188
125,13,0.0018138885498046875
126,13,0.0018720626831054688
127,13,0.0018150806427001953
128,13,0.001825094223022461
129,13,0.0018131732940673828
130,14,0.002110004425048828
131,14,0.0020749568939208984
132,14,0.002070188522338867
133,14,0.0020580291748046875
134,14,0.0020720958709716797
135,14,0.0020589828491210938
136,14,0.0021643638610839844
137,14,0.0020689964294433594
138,14,0.0020568370819091797
139,14,0.0020987987518310547
140,15,0.002359151840209961
141,15,0.0024039745330810547
142,15,0.0023767948150634766
143,15,0.0023870468139648438
144,15,0.0023670196533203125
145,15,0.0024008750915527344
146,15,0.0023641586303710938
147,15,0.0023469924926757812
148,15,0.0023910999298095703
149,15,0.0023479461669921875
150,16,0.0027611255645751953
151,16,0.0026581287384033203
152,16,0.0026581287384033203
153,16,0.0026688575744628906
154,16,0.002653837203979492
155,16,0.0026738643646240234
156,16,0.002669095993041992
157,16,0.002685070037841797
158,16,0.0026879310607910156
159,16,0.0026559829711914062
160,17,0.003022909164428711
161,17,0.003117799758911133
162,17,0.003020048141479492
163,17,0.0029582977294921875
164,17,0.002978086471557617
165,17,0.002969980239868164
166,17,0.0030269622802734375
167,17,0.002886056900024414
168,17,0.002904176712036133
169,17,0.002875804901123047
170,18,0.0032529830932617188
171,18,0.0032148361206054688
172,18,0.0032100677490234375
173,18,0.003220796585083008
174,18,0.0031948089599609375
175,18,0.0032341480255126953
176,18,0.003197193145751953
177,18,0.003181934356689453
178,18,0.003201723098754883
179,18,0.0032911300659179688
180,19,0.003568887710571289
181,19,0.003545045852661133
182,19,0.0035698413848876953
183,19,0.003763914108276367
184,19,0.0035240650177001953
185,19,0.0035772323608398438
186,19,0.0035800933837890625
187,19,0.003651857376098633
188,19,0.003580808639526367
189,19,0.003590822219848633
190,20,0.003960132598876953
191,20,0.003933906555175781
192,20,0.003996133804321289
193,20,0.003932952880859375
194,20,0.004065036773681641
195,20,0.003912210464477539
196,20,0.0039520263671875
197,20,0.003945112228393555
198,20,0.004043102264404297
199,20,0.004045009613037109
200,21,0.004357099533081055
201,21,0.004298210144042969
202,21,0.004395961761474609
